NUMBER,NAME,LOCATION,LATITUDE,NS,LONGITUDE,EW,ELEV,ERUPTION TYPE,COMBATANT COMMAND
0100-01-,West Eifel Volc Field,Germany,50.17,N,6.85,E,600,S0,USEUCOM
0100-02-,Chaine des Puys,France,45.775,N,2.97,E,1464,M0,USEUCOM
0100-03-,Olot Volc Field,Spain,42.17,N,2.53,E,893,M0,USEUCOM
0100-04-,Calatrava Volc Field,Spain,38.87,N,4.02,W,1117,M0,USEUCOM
0101-001,Larderello,Italy,43.25,N,10.87,E,500,S0,USEUCOM
0101-003,Vulsini,Italy,42.6,N,11.93,E,800,S0,USEUCOM
0101-004,Alban Hills,Italy,41.73,N,12.7,E,949,S0,USEUCOM
0101-01=,Campi Flegrei,Italy,40.827,N,14.139,E,458,S0,USEUCOM
0101-02=,Vesuvius,Italy,40.821,N,14.426,E,1281,S2,USEUCOM
0101-03=,Ischia,Italy,40.73,N,13.897,E,789,S0,USEUCOM
0101-041,Panarea,Italy,38.63,N,15.07,E,421,S0,USEUCOM
0101-042,Lipari,Italy,38.48,N,14.95,E,602,S0,USEUCOM
0101-04=,Stromboli,Italy,38.789,N,15.213,E,924,M1,USEUCOM
0101-05=,Vulcano,Italy,38.404,N,14.962,E,500,S2,USEUCOM
0101-06=,Etna,Italy,37.734,N,15.004,E,3330,M1,USEUCOM
0101-071,Pantelleria,Italy,36.77,N,12.02,E,836,S0,USEUCOM
0101-07=,Campi Flegrei Mar Sicilia,Italy,37.1,N,12.7,E,-8,M0,USEUCOM
0102-02=,Methana,Greece,37.615,N,23.336,E,760,S0,USEUCOM
0102-03=,Milos,Greece,36.699,N,24.439,E,751,S0,USEUCOM
0102-04=,Santorini,Greece,36.404,N,25.396,E,367,S1,USEUCOM
0102-051,Yali,Greece,36.671,N,27.14,E,180,S0,USEUCOM
0102-05=,Nisyros,Greece,36.586,N,27.16,E,698,S0,USEUCOM
0103-00-,Kula,Turkey,38.58,N,28.52,E,750,M0,USEUCOM
0103-001,Karapinar Field,Turkey,37.67,N,33.65,E,1302,M0,USEUCOM
0103-002,Hasan Dagi,Turkey,38.13,N,34.17,E,3253,S0,USEUCOM
0103-003,Gollu Dag,Turkey,38.25,N,34.57,E,2143,S0,USEUCOM
0103-004,Acigol-Nevsehir,Turkey,38.57,N,34.52,E,1689,S0,USEUCOM
0103-011,Karaca Dag,Turkey,37.67,N,39.83,E,1957,M0,USEUCOM
0103-01=,Erciyes Dagi,Turkey,38.52,N,35.48,E,3916,S0,USEUCOM
0103-021,Suphan Dagi,Turkey,38.92,N,42.82,E,4158,S0,USEUCOM
0103-022,Girekol,Turkey,39.17,N,43.33,E,U,S0,USEUCOM
0103-02=,Nemrut Dagi,Turkey,38.65,N,42.23,E,2948,S0,USEUCOM
0103-03=,Tendurek Dagi,Turkey,39.37,N,43.87,E,3584,M0,USEUCOM
0103-04-,Ararat,Turkey,39.7,N,44.3,E,5165,S0,USEUCOM
0103-05-,Kars Plateau,Turkey,40.75,N,42.9,E,3000,S0,USEUCOM
0104-01-,Elbrus,Russia-SW,43.33,N,42.45,E,5633,S0,USEUCOM
0104-02-,Kasbek,Georgia,42.7,N,44.5,E,5050,S0,USEUCOM
0104-03-,Kabargin Oth Group,Georgia,42.55,N,44,E,3650,S0,USEUCOM
0104-04-,Unnamed,Georgia,42.45,N,44.25,E,3750,S0,USEUCOM
0104-05-,Unnamed,Georgia,41.55,N,43.6,E,3400,S0,USEUCOM
0104-06-,Aragats,Armenia,40.53,N,44.2,E,4095,S0,USEUCOM
0104-07-,Ghegam Ridge,Armenia,40.275,N,44.75,E,3597,S0,USEUCOM
0104-08-,Dar-Alages,Armenia,39.7,N,45.542,E,3329,S0,USEUCOM
0104-09-,Porak,Armenia,40.02,N,45.78,E,2800,S0,USEUCOM
0104-10-,Tskhouk-Karckar,Armenia,39.73,N,46.02,E,3000,S0,USEUCOM
0201-01=,Jebel at Tair,Red Sea,15.55,N,41.83,E,244,M1,USCENTCOM
0201-021,Zukur,Red Sea,14.02,N,42.75,E,624,M0,USCENTCOM
0201-022,Hanish,Red Sea,13.72,N,42.73,E,422,M0,USCENTCOM
0201-02=,Jebel Zubair,Red Sea,15.05,N,42.18,E,191,M0,USCENTCOM
0201-03=,Jalua,Ethiopia,15.042,N,39.82,E,713,M0,USAFRICOM
0201-041,Dallol,Ethiopia,14.242,N,40.3,E,-48,S0,USAFRICOM
0201-04=,Alid,Ethiopia,14.88,N,39.92,E,904,S0,USAFRICOM
0201-05=,Gada Ale,Ethiopia,13.975,N,40.408,E,287,M0,USAFRICOM
0201-06=,Alu,Ethiopia,13.825,N,40.508,E,429,M0,USAFRICOM
0201-071,Borale Ale,Ethiopia,13.725,N,40.6,E,668,M0,USAFRICOM
0201-07=,Dalaffilla,Ethiopia,13.792,N,40.55,E,613,M0,USAFRICOM
0201-08=,Erta Ale,Ethiopia,13.6,N,40.67,E,613,M1,USAFRICOM
0201-091,Hayli Gubbi,Ethiopia,13.5,N,40.72,E,521,M0,USAFRICOM
0201-09=,Ale Bagu,Ethiopia,13.52,N,40.63,E,1031,M0,USAFRICOM
0201-101,Nabro,Ethiopia,13.37,N,41.7,E,2218,S0,USAFRICOM
0201-102,Mallahle,Ethiopia,13.27,N,41.65,E,1875,S0,USAFRICOM
0201-103,Sork Ale,Ethiopia,13.18,N,41.725,E,1611,M0,USAFRICOM
0201-104,Asavyo,Ethiopia,13.07,N,41.6,E,1200,M0,USAFRICOM
0201-105,Mat Ala,Ethiopia,13.1,N,41.15,E,523,M0,USAFRICOM
0201-106,Tat Ali,Ethiopia,13.28,N,41.07,E,700,M0,USAFRICOM
0201-107,Borawli,Ethiopia,13.3,N,40.98,E,812,M0,USAFRICOM
0201-10=,Dubbi,Ethiopia,13.58,N,41.808,E,1625,M0,USAFRICOM
0201-111,Ma Alalta,Ethiopia,13.02,N,40.2,E,1815,S0,USAFRICOM
0201-112,Alayta,Ethiopia,12.88,N,40.57,E,1501,M0,USAFRICOM
0201-113,Dabbahu,Ethiopia,12.6,N,40.48,E,1442,S0,USAFRICOM
0201-114,Dabbayra,Ethiopia,12.38,N,40.07,E,1302,M0,USAFRICOM
0201-115,Manda Hararo,Ethiopia,12.17,N,40.82,E,600,M0,USAFRICOM
0201-116,Groppo,Ethiopia,11.73,N,40.25,E,930,S0,USAFRICOM
0201-11=,Afdera,Ethiopia,13.08,N,40.85,E,1295,S0,USAFRICOM
0201-121,Borawli,Ethiopia,11.63,N,41.45,E,875,S0,USAFRICOM
0201-122,Manda-Inakir,Ethiopia,12.38,N,42.2,E,600,M0,USAFRICOM
0201-123,Mousa Alli,Ethiopia,12.47,N,42.4,E,2028,S0,USAFRICOM
0201-124,Gufa,Ethiopia,12.55,N,42.53,E,600,M0,USAFRICOM
0201-125,Assab Volc Field,Ethiopia,12.95,N,42.43,E,987,M0,USAFRICOM
0201-126,Ardoukoba,Djibouti,11.58,N,42.47,E,298,M0,USAFRICOM
0201-12=,Kurub,Ethiopia,11.88,N,41.208,E,625,M0,USAFRICOM
0201-141,Dama Ali,Ethiopia,11.28,N,41.63,E,1068,M0,USAFRICOM
0201-151,Yangudi,Ethiopia,10.58,N,41.042,E,1383,S0,USAFRICOM
0201-15=,Gabillema,Ethiopia,11.08,N,41.27,E,1459,S0,USAFRICOM
0201-16=,Ayelu,Ethiopia,10.082,N,40.702,E,2145,S0,USAFRICOM
0201-171,Hertali,Ethiopia,9.78,N,40.33,E,900,M0,USAFRICOM
0201-172,Liado Hayk,Ethiopia,9.57,N,40.28,E,878,S0,USAFRICOM
0201-17=,Adwa,Ethiopia,10.07,N,40.84,E,1733,S0,USAFRICOM
0201-18=,Dofen,Ethiopia,9.35,N,40.13,E,1151,S0,USAFRICOM
0201-191,Beru,Ethiopia,8.95,N,39.75,E,1100,M0,USAFRICOM
0201-19=,Fentale,Ethiopia,8.975,N,39.93,E,2007,S0,USAFRICOM
0201-20-,Kone,Ethiopia,8.8,N,39.692,E,1619,S0,USAFRICOM
0201-201,Unnamed,Ethiopia,8.7,N,39.63,E,1300,M0,USAFRICOM
0201-21-,Boset-Bericha,Ethiopia,8.558,N,39.475,E,2447,S0,USAFRICOM
0201-22-,Bishoftu Volc Field,Ethiopia,8.78,N,38.98,E,1850,M0,USAFRICOM
0201-221,Unnamed,Ethiopia,8.62,N,38.95,E,1800,M0,USAFRICOM
0201-222,Sodore,Ethiopia,8.43,N,39.35,E,1765,M0,USAFRICOM
0201-23-,Gedamsa Caldera,Ethiopia,8.35,N,39.18,E,1984,S0,USAFRICOM
0201-24-,Bora-Bericcio,Ethiopia,8.27,N,39.03,E,2285,S0,USAFRICOM
0201-25-,Tullu Moje,Ethiopia,8.158,N,39.13,E,2349,S0,USAFRICOM
0201-251,Unnamed,Ethiopia,8.07,N,39.07,E,1800,M0,USAFRICOM
0201-252,East Zway,Ethiopia,7.95,N,38.93,E,1889,M0,USAFRICOM
0201-26-,Butajiri-Silti Field,Ethiopia,8.05,N,38.35,E,2281,M0,USAFRICOM
0201-27-,Alutu,Ethiopia,7.77,N,38.78,E,2335,S0,USAFRICOM
0201-28-,O'a Caldera,Ethiopia,7.47,N,38.58,E,2075,S0,USAFRICOM
0201-29-,Corbetti Caldera,Ethiopia,7.18,N,38.43,E,2320,S0,USAFRICOM
0201-291,Bilate River Field,Ethiopia,7.07,N,38.1,E,1700,S0,USAFRICOM
0201-292,Tepi,Ethiopia,7.42,N,35.43,E,2728,M0,USAFRICOM
0201-293,Hobicha Caldera,Ethiopia,6.78,N,37.83,E,1800,M0,USAFRICOM
0201-30-,Chiracha,Ethiopia,6.65,N,38.12,E,1650,S0,USAFRICOM
0201-31-,Tosa Sucha,Ethiopia,5.93,N,37.57,E,1650,M0,USAFRICOM
0201-311,Unnamed,Ethiopia,5.65,N,37.67,E,1200,M0,USAFRICOM
0201-32-,Korath Range,Ethiopia,5.1,N,35.88,E,912,M0,USAFRICOM
0201-33-,Mega Basalt Field,Ethiopia,4.08,N,37.42,E,1067,M0,USAFRICOM
0202-001,North Island,Africa-E,4.07,N,36.05,E,520,S0,USAFRICOM
0202-01=,Central Island,Africa-E,3.5,N,36.042,E,550,M0,USAFRICOM
0202-021,Marsabit,Africa-E,2.32,N,37.97,E,1707,M0,USAFRICOM
0202-02=,South Island,Africa-E,2.63,N,36.6,E,800,M0,USAFRICOM
0202-03=,The Barrier,Africa-E,2.32,N,36.57,E,1032,S1,USAFRICOM
0202-04-,Namarunu,Africa-E,1.98,N,36.43,E,817,M0,USAFRICOM
0202-05-,Segererua Plateau,Africa-E,1.57,N,37.9,E,699,M0,USAFRICOM
0202-051,Emuruangogolak,Africa-E,1.5,N,36.33,E,1328,S0,USAFRICOM
0202-052,Silali,Africa-E,1.15,N,36.23,E,1528,S0,USAFRICOM
0202-053,Paka,Africa-E,0.92,N,36.18,E,1697,S0,USAFRICOM
0202-054,Korosi,Africa-E,0.77,N,36.12,E,1446,S0,USAFRICOM
0202-055,Ol Kokwe,Africa-E,0.62,N,36.075,E,1130,M0,USAFRICOM
0202-056,Nyambeni Hills,Africa-E,0.23,N,37.87,E,750,M0,USAFRICOM
0202-06=,Menengai,Africa-E,0.2,S,36.07,E,2278,S0,USAFRICOM
0202-071,Elmenteita Badlands,Africa-E,0.52,S,36.27,E,2126,M0,USAFRICOM
0202-07=,Homa Mountain,Africa-E,0.38,S,34.5,E,1751,M0,USAFRICOM
0202-08=,Ol Doinyo Eburru,Africa-E,0.65,S,36.22,E,2856,S0,USAFRICOM
0202-09=,Olkaria,Africa-E,0.904,S,36.292,E,2434,S0,USAFRICOM
0202-10=,Longonot,Africa-E,0.914,S,36.446,E,2776,S0,USAFRICOM
0202-11=,Suswa,Africa-E,1.175,S,36.35,E,2356,S0,USAFRICOM
0202-12=,Ol Doinyo Lengai,Africa-E,2.764,S,35.914,E,2962,S2,USAFRICOM
0202-13=,Chyulu Hills,Africa-E,2.68,S,37.88,E,2188,M0,USAFRICOM
0202-15=,Kilimanjaro,Africa-E,3.07,S,37.35,E,5895,S0,USAFRICOM
0202-161,Igwisi Hills,Africa-E,4.87,S,31.92,E,U,S0,USAFRICOM
0202-162,Unnamed,Africa-E,8.63,S,33.57,E,U,M0,USAFRICOM
0202-163,SW Usangu Basin,Africa-E,8.75,S,33.8,E,2179,S0,USAFRICOM
0202-164,Ngozi,Africa-E,8.97,S,33.57,E,2622,S0,USAFRICOM
0202-165,Izumbwe-Mpoli,Africa-E,8.93,S,33.4,E,1568,S0,USAFRICOM
0202-166,Rungwe,Africa-E,9.13,S,33.67,E,2961,S0,USAFRICOM
0202-16=,Meru,Africa-E,3.25,S,36.75,E,4565,S0,USAFRICOM
0202-17=,Kieyo,Africa-E,9.23,S,33.78,E,2175,S0,USAFRICOM
0203-001,Fort Portal,Africa-C,0.7,N,30.25,E,1615,M0,USAFRICOM
0203-002,Kyatwa,Africa-C,0.45,N,30.25,E,1430,S0,USAFRICOM
0203-003,Katwe-Kikorongo,Africa-C,0.08,S,29.92,E,1067,S0,USAFRICOM
0203-004,Bunyaruguru,Africa-C,0.2,S,30.08,E,1554,S0,USAFRICOM
0203-005,Katunga,Africa-C,0.471,S,30.191,E,1707,S0,USAFRICOM
0203-01=,May-ya-moto,Africa-C,0.93,S,29.33,E,950,S0,USAFRICOM
0203-02=,Nyamuragira,Africa-C,1.408,S,29.2,E,3058,M1,USAFRICOM
0203-03=,Nyiragongo,Africa-C,1.52,S,29.25,E,3470,M1,USAFRICOM
0203-04-,Karisimbi,Africa-C,1.5,S,29.45,E,4507,M0,USAFRICOM
0203-05-,Visoke,Africa-C,1.47,S,29.492,E,3711,S0,USAFRICOM
0203-06-,Muhavura,Africa-C,1.38,S,29.67,E,4127,M0,USAFRICOM
0203-07-,Bufumbira,Africa-C,1.23,S,29.72,E,2440,M0,USAFRICOM
0203-08-,Tshibinda,Africa-C,2.32,S,28.75,E,1460,M0,USAFRICOM
0204-001,Sao Tome,Africa-W,0.2,N,6.58,E,2024,M0,USAFRICOM
0204-002,San Carlos,Africa-W,3.35,N,8.52,E,2260,M0,USAFRICOM
0204-003,San Joaquin,Africa-W,3.35,N,8.63,E,2009,M0,USAFRICOM
0204-004,Santa Isabel,Africa-W,3.58,N,8.75,E,3007,M0,USAFRICOM
0204-011,Tombel Graben,Africa-W,4.75,N,9.67,E,500,M0,USAFRICOM
0204-01=,Cameroon,Africa-W,4.203,N,9.17,E,4095,M1,USAFRICOM
0204-02-,Manengouba,Africa-W,5.03,N,9.83,E,2411,M0,USAFRICOM
0204-03-,Oku Volc Field,Africa-W,6.25,N,10.5,E,3011,M0,USAFRICOM
0204-04-,Ngaoundere Plateau,Africa-W,7.25,N,13.67,E,U,M0,USAFRICOM
0204-05-,Biu Plateau,Africa-W,10.75,N,12,E,U,M0,USAFRICOM
0205-001,Todra Volc Field,Africa-N,17.68,N,8.5,E,1780,M0,USAFRICOM
0205-002,Tin Zaouatene Volc Field,Africa-N,19.83,N,2.83,E,U,M0,USAFRICOM
0205-003,In Ezzane Volc Field,Africa-N,23,N,10.83,E,U,M0,USAFRICOM
0205-004,Tahalra Volc Field,Africa-N,22.67,N,5,E,1467,M0,USAFRICOM
0205-005,Atakor Volc Field,Africa-N,23.33,N,5.83,E,2918,M0,USAFRICOM
0205-006,Manzaz Volc Field,Africa-N,23.92,N,5.83,E,1672,M0,USAFRICOM
0205-007,Haruj,Africa-N,27.25,N,17.5,E,1200,M0,USAFRICOM
0205-008,Wau-en-Namus,Africa-N,25.05,N,17.55,E,547,M0,USAFRICOM
0205-009,Tarso Toh,Africa-N,21.33,N,16.33,E,2000,M0,USAFRICOM
0205-01=,Tarso Tousside,Africa-N,21.03,N,16.45,E,3265,S0,USAFRICOM
0205-021,Emi Koussi,Africa-N,19.8,N,18.53,E,3415,S0,USAFRICOM
0205-02=,Tarso Voon,Africa-N,20.92,N,17.28,E,3100,S0,USAFRICOM
0205-03-,Jebel Marra,Africa-N,12.95,N,24.27,E,3042,M0,USAFRICOM
0205-04-,Kutum Volc Field,Africa-N,14.57,N,25.85,E,U,M0,USAFRICOM
0205-05-,Meidob Volc Field,Africa-N,15.32,N,26.47,E,2000,M0,USAFRICOM
0205-06-,Bayuda Volc Field,Africa-N,18.33,N,32.75,E,670,M0,USAFRICOM
0205-07-,Jebel Umm Arafieb,Africa-N,18.17,N,33.83,E,U,M0,USAFRICOM
0300-01-,Sharat Kovakab,Syria,36.53,N,40.85,E,534,M0,USCENTCOM
0300-02-,Unnamed,Syria,36.67,N,37,E,U,M0,USCENTCOM
0300-03-,Golan Heights,Syria,33.1,N,35.97,E,1197,M0,USCENTCOM
0300-04-,Unnamed,Syria,33,N,36.43,E,945,M0,USCENTCOM
0300-05-,Es Safa,Syria,33.25,N,37.07,E,979,M0,USCENTCOM
0300-06-,Jabal ad Druze,Syria,32.658,N,36.425,E,1803,M0,USCENTCOM
0301-001,Al Harrah,Arabia-W,31.08,N,38.42,E,1100,M0,USCENTCOM
0301-01=,Harrat ar Rahah,Arabia-W,27.8,N,36.17,E,1950,M0,USCENTCOM
0301-02=,Harrat 'Uwayrid,Arabia-W,27.08,N,37.25,E,1920,M0,USCENTCOM
0301-04-,Harrat Lunayyir,Arabia-W,25.17,N,37.75,E,1370,M0,USCENTCOM
0301-05=,Harrat Ithnayn,Arabia-W,26.58,N,40.2,E,1625,M0,USCENTCOM
0301-06=,Harrat Khaybar,Arabia-W,25,N,39.92,E,2093,M0,USCENTCOM
0301-071,Harrat Kishb,Arabia-W,22.8,N,41.38,E,1475,M0,USCENTCOM
0301-072,Harrat al Birk,Arabia-W,18.37,N,41.63,E,381,M0,USCENTCOM
0301-07=,Harrat Rahat,Arabia-W,23.08,N,39.78,E,1744,M0,USCENTCOM
0301-08-,Jabal Yar,Arabia-W,17.05,N,42.83,E,305,M0,USCENTCOM
0301-09-,Harra of Arhab,Arabia-S,15.63,N,44.08,E,3100,M0,USCENTCOM
0301-10-,Jabal el-Marha,Arabia-S,15.245,N,44.236,E,2506,M0,USCENTCOM
0301-11-,Jabal Haylan,Arabia-S,15.43,N,44.78,E,1550,M0,USCENTCOM
0301-12-,Harras of Dhamar,Arabia-S,14.57,N,44.67,E,3500,M0,USCENTCOM
0301-15-,Unnamed,Arabia-S,12.25,N,45,E,U,U0,USCENTCOM
0301-16-,Harra es-Sawad,Arabia-S,13.58,N,46.12,E,1737,M0,USCENTCOM
0301-17-,Harra of Bal Haf,Arabia-S,14.05,N,48.33,E,233,M0,USCENTCOM
0301-18-,Bir Borhut,Arabia-S,15.55,N,50.63,E,U,M0,USCENTCOM
0302-00-,Unnamed,Iran,39.33,N,45.17,E,U,S0,USCENTCOM
0302-001,Sahand,Iran,37.75,N,46.43,E,3707,S0,USCENTCOM
0302-002,Sabalan,Iran,38.25,N,47.92,E,4811,S0,USCENTCOM
0302-01-,Damavand,Iran,35.951,N,52.109,E,5670,S0,USCENTCOM
0302-02-,Qal'eh Hasan Ali,Iran,29.4,N,57.57,E,U,M0,USCENTCOM
0302-03-,Bazman,Iran,28.07,N,60,E,3490,S0,USCENTCOM
0302-04-,Unnamed,Iran,28.17,N,60.67,E,U,M0,USCENTCOM
0302-05-,Taftan,Iran,28.6,N,61.13,E,3940,S0,USCENTCOM
0302-06-,Dacht-i-Navar Group,Afghanistan,33.95,N,67.92,E,3800,S0,USCENTCOM
0302-07-,Vakak Group,Afghanistan,34.25,N,67.97,E,3190,S0,USCENTCOM
0303-001,La Grille,Indian O.-W,11.47,S,43.33,E,1087,M0,USAFRICOM
0303-011,Ambre-Bobaomby,Madagascar,12.6,S,49.15,E,1475,M0,USAFRICOM
0303-012,Nosy-Be,Madagascar,13.32,S,48.48,E,214,S0,USAFRICOM
0303-013,Ankaizina Field,Madagascar,14.3,S,48.67,E,2878,M0,USAFRICOM
0303-014,Itasy Volc Field,Madagascar,19,S,46.77,E,1800,S0,USAFRICOM
0303-015,Ankaratra Field,Madagascar,19.4,S,47.2,E,2644,S0,USAFRICOM
0303-01=,Karthala,Indian O.-W,11.75,S,43.38,E,2361,M1,USAFRICOM
0303-02=,Piton de la Fournaise,Indian O.-W,21.231,S,55.713,E,2632,M1,USAFRICOM
0304-00-,Boomerang Seamount,Indian O.-S,37.721,S,77.825,E,-650,U0,USPACOM
0304-001,Amsterdam Island,Indian O.-S,37.83,S,77.52,E,881,M0,USPACOM
0304-002,St. Paul,Indian O.-S,38.72,S,77.53,E,268,M0,USPACOM
0304-011,McDonald Islands,Indian O.-S,53.03,S,72.6,E,230,S1,USPACOM
0304-01=,Heard,Indian O.-S,53.106,S,73.513,E,2745,M1,USPACOM
0304-02=,Kerguelen Islands,Indian O.-S,49.58,S,69.5,E,1840,S0,USPACOM
0304-03-,Ile de l'Est,Indian O.-S,46.43,S,52.2,E,1090,M0,USAFRICOM
0304-04-,Ile de la Possession,Indian O.-S,46.42,S,51.75,E,934,M0,USAFRICOM
0304-05-,Ile aux Cochons,Indian O.-S,46.1,S,50.23,E,775,M0,USAFRICOM
0304-06-,Prince Edward Island,Indian O.,46.63,S,37.95,E,672,M0,USAFRICOM
0304-07-,Marion Island,Indian O.-S,46.9,S,37.75,E,1230,M1,USAFRICOM
0305-01=,Unnamed,Indian O.-E,11.75,N,80.75,E,U,U0,USPACOM
0401-011,Whangarei,New Zealand,35.75,S,174.27,E,397,M0,USPACOM
0401-01=,Kaikohe-Bay of Islands,New Zealand,35.3,S,173.9,E,388,M0,USPACOM
0401-021,Mayor Island,New Zealand,37.28,S,176.25,E,355,S0,USPACOM
0401-02=,Auckland Field,New Zealand,36.9,S,174.87,E,260,M0,USPACOM
0401-03=,Taranaki,New Zealand,39.3,S,174.07,E,2518,S0,USPACOM
0401-04=,White Island,New Zealand,37.52,S,177.18,E,321,S1,USPACOM
0401-05=,Okataina,New Zealand,38.12,S,176.5,E,1111,S0,USPACOM
0401-06-,Reporoa,New Zealand,38.42,S,176.33,E,592,S0,USPACOM
0401-061,Maroa,New Zealand,38.42,S,176.08,E,1156,S0,USPACOM
0401-07=,Taupo,New Zealand,38.82,S,176,E,760,S0,USPACOM
0401-08=,Tongariro,New Zealand,39.13,S,175.642,E,1978,S1,USPACOM
0401-101,Clark,New Zealand,36.446,S,177.839,E,-860,U0,USPACOM
0401-102,Tangaroa,New Zealand,36.321,S,178.028,E,600,U0,USPACOM
0401-10=,Ruapehu,New Zealand,39.28,S,175.57,E,2797,S1,USPACOM
0401-11-,Rumble V,New Zealand,36.142,S,178.196,E,400,U0,USPACOM
0401-12-,Rumble IV,New Zealand,36.13,S,178.05,E,500,U0,USPACOM
0401-13-,Rumble III,New Zealand,35.745,S,178.478,E,-220,U0,USPACOM
0401-131,Rumble II West,New Zealand,35.353,S,178.527,E,1200,U0,USPACOM
0401-14-,Healy,New Zealand,35.004,S,178.973,E,980,U0,USPACOM
0401-15-,Brothers,New Zealand,34.875,S,179.075,E,-1350,U0,USPACOM
0402-001,Volcano W,Kermadec Is,31.85,S,179.18,W,-900,U0,USPACOM
0402-01=,Curtis Island,Kermadec Is,30.542,S,178.561,W,137,S0,USPACOM
0402-021,Macauley Island,Kermadec Is,30.2,S,178.47,W,238,M0,USPACOM
0402-022,Giggenbach,Kermadec Is,30.036,S,178.712,W,-65,U0,USPACOM
0402-03=,Raoul Island,Kermadec Is,29.27,S,177.92,W,516,S0,USPACOM
0402-05-,Monowai Seamount,Kermadec Is,25.887,S,177.188,W,-132,U0,USPACOM
0403-001,Unnamed,Tonga-SW Pacific,24.8,S,177.02,W,-385,U0,USPACOM
0403-011,Unnamed,Tonga-SW Pacific,21.15,S,175.75,W,-65,U0,USPACOM
0403-01=,Unnamed,Tonga-SW Pacific,21.38,S,175.65,W,-500,U0,USPACOM
0403-03=,Unnamed,Tonga-SW Pacific,20.85,S,175.53,W,-13,S0,USPACOM
0403-04=,Hunga Tonga-Hunga Ha'apai,Tonga-SW Pacific,20.57,S,175.38,W,149,S0,USPACOM
0403-05=,Falcon Island,Tonga-SW Pacific,20.32,S,175.42,W,-17,S0,USPACOM
0403-061,Kao,Tonga-SW Pacific,19.67,S,175.03,W,1030,S0,USPACOM
0403-06=,Tofua,Tonga-SW Pacific,19.75,S,175.07,W,515,S0,USPACOM
0403-07=,Metis Shoal,Tonga-SW Pacific,19.18,S,174.87,W,43,S0,USPACOM
0403-08=,Home Reef,Tonga-SW Pacific,18.992,S,174.775,W,-2,S0,USPACOM
0403-091,Unnamed,Tonga-SW Pacific,18.325,S,174.365,W,-40,S0,USPACOM
0403-09=,Late,Tonga-SW Pacific,18.806,S,174.65,W,540,S0,USPACOM
0403-101,Tafahi,Tonga-SW Pacific,15.85,S,173.72,W,560,S0,USPACOM
0403-102,Curacoa,Tonga-SW Pacific,15.62,S,173.67,W,-33,S0,USPACOM
0403-10=,Fonualei,Tonga-SW Pacific,18.02,S,174.325,W,180,S0,USPACOM
0403-11=,Niuafo'ou,Tonga-SW Pacific,15.6,S,175.63,W,260,M0,USPACOM
0404-00-,Vailulu'u,Samoa-SW Pacific,14.215,S,169.058,W,-592,U0,USPACOM
0404-001,Ta'u,Samoa-SW Pacific,14.23,S,169.454,W,931,M0,USPACOM
0404-01=,Ofu-Olosega,Samoa-SW Pacific,14.175,S,169.618,W,639,M0,USPACOM
0404-02-,Tutuila,Samoa-SW Pacific,14.295,S,170.7,W,653,M0,USPACOM
0404-03-,Upolu,Samoa-SW Pacific,13.935,S,171.72,W,1100,M0,USPACOM
0404-04=,Savai'i,Samoa-SW Pacific,13.612,S,172.525,W,1858,M0,USPACOM
0404-05-,Wallis Islands,SW Pacific,13.3,S,176.17,W,143,M0,USPACOM
0405-01-,Taveuni,Fiji Is-SW Pacific,16.82,S,179.97,W,1241,M0,USPACOM
0405-02-,Koro,Fiji Is-SW Pacific,17.32,S,179.4,E,522,M0,USPACOM
0405-03-,Nabukelevu,Fiji Is-SW Pacific,19.12,S,177.98,E,805,S0,USPACOM
0500-01=,St. Andrew Strait,Admiralty Is-SW Pacific,2.38,S,147.35,E,270,S0,USPACOM
0500-02-,Baluan,Admiralty Is-SW Pacific,2.57,S,147.28,E,254,M0,USPACOM
0500-03-,Unnamed,Admiralty Is-SW Pacific,3.03,S,147.78,E,-1300,U0,USPACOM
0501-001,Blup Blup,New Guinea-NE of,3.507,S,144.605,E,402,S0,USPACOM
0501-002,Kadovar,New Guinea-NE of,3.63,S,144.631,E,365,S0,USPACOM
0501-011,Boisa,New Guinea-NE of,3.994,S,144.963,E,240,M0,USPACOM
0501-01=,Bam,New Guinea-NE of,3.613,S,144.818,E,685,S2,USPACOM
0501-02=,Manam,New Guinea-NE of,4.08,S,145.037,E,1807,M1,USPACOM
0501-03=,Karkar,New Guinea-NE of,4.649,S,145.964,E,1839,S1,USPACOM
0501-041,Yomba,New Guinea-NE of,4.9,S,146.75,E,U,U0,USPACOM
0501-04=,Unnamed,New Guinea-NE of,4.311,S,146.256,E,-2000,U0,USPACOM
0501-05=,Long Island,New Guinea-NE of,5.358,S,147.12,E,1280,S1,USPACOM
0501-06=,Umboi,New Guinea-NE of,5.589,S,147.875,E,1548,M0,USPACOM
0501-07=,Ritter Island,New Guinea-NE of,5.52,S,148.121,E,140,M1,USPACOM
0501-08=,Sakar,New Guinea-NE of,5.414,S,148.094,E,992,M0,USPACOM
0502-001,Unnamed,New Britain-SW Pac,5.2,S,148.57,E,U,U0,USPACOM
0502-01=,Langila,New Britain-SW Pac,5.525,S,148.42,E,1330,M1,USPACOM
0502-021,Mundua,New Britain-SW Pac,4.63,S,149.35,E,179,M0,USPACOM
0502-03=,Garove,New Britain-SW Pac,4.692,S,149.5,E,368,S0,USPACOM
0502-04=,Dakataua,New Britain-SW Pac,5.056,S,150.108,E,400,S0,USPACOM
